split,query_id,citation,present_as_text_reference,parent_count_global,parent_in_same_query_gold,same_query_gold_parents,sample_global_parents,status
train,train_0663,Art. 3 ZGB,True,41,False,,2C_1071/2012 E. 5.2;2C_865/2017 E. 2.3;4A_127/2024 E. 3.4.1;4A_293/2025 E. 3.3;4A_293/2025 E. 3.4;4A_302/2018 E. 2.2.2;4A_353/2014 E. 1.3.2;4A_393/2018 E. 2.4.4;4A_574/2008 23.06.2009 E. 7;4A_600/2014 E. 4.2.2;4A_91/2016 E. 2.4.2;4C.159/2000 14.12.2000 E. 3;4C.26/2000 06.09.2000 E. 2;4C.274/2004 18.11.2004 E. 6;4C.296/2002 28.11.2002 E. 1;4C.363/2001 07.07.2003 E. 4;4C.54/2002 10.06.2002 E. 2;4P.172/2004 18.11.2004 E. 9;4P.52/2002 04.06.2002 E. 1;5A_159/2014 E. 3.3.1,has_parents_but_none_in_same_query_gold
train,train_0663,Art. 973 ZGB,True,50,False,,1C_151/2010 21.06.2010 E. 2;1C_340/2016 E. 3.1;1C_585/2015 E. 2;2C_49/2014 E. 4.3;4A_393/2018 E. 2.4.4;4A_553/2015 10.03.2016 E. 5.3.2;4C.339/2004 12.01.2005 E. 4;5A_1007/2020 E. 2.1.2;5A_1043/2021 E. 3.2.2;5A_155/2012 29.05.2012 E. 4;5A_178/2017 E. 7.1;5A_28/2021 E. 3.4.3;5A_304/2015 E. 4.2;5A_361/2017 E. 2.4.6;5A_375/2010 25.11.2010 E. 3;5A_377/2017 E. 2.3.1;5A_412/2009 27.10.2009 E. 5;5A_449/2014 E. 2.2.1;5A_458/2019 E. 3.3;5A_473/2017 E. 3,has_parents_but_none_in_same_query_gold
train,train_0664,Art. 129 GBV,False,0,False,,,no_parent_edges_found
train,train_0666,Art. 10 ArG,True,5,False,,2C_162/2020 E. 2.2;2C_162/2020 E. A;2C_162/2020 E. B;2P.253/2003 13.07.2004 E. 2.3;BGE 130 I 279 E. 18.30,has_parents_but_none_in_same_query_gold
train,train_0666,Art. 17 ArG,True,6,True,Art. 16 ArG,2C_308/2008 05.03.2009 E. 5;2C_344/2008 26.03.2009 E. 4;2C_344/2008 26.03.2009 E. A;2C_748/2009 15.07.2010 E. 2;Art. 16 ArG;BGE 136 II 427 E. 2.3,parent_in_same_query_gold
train,train_0666,Art. 27 ArG,True,12,False,,2A.211/2006 16.01.2007 E. 3;2A.255/2001 22.03.2002 E. 2;2A.255/2001 22.03.2002 E. 3;2A.256/2001 22.03.2002 E.;2A.256/2001 22.03.2002 E. 2;2A.256/2001 22.03.2002 E. 3;2A.256/2001 22.03.2002 E. 5;2A.640/2004 07.11.2005 E. 2;2C_308/2008 05.03.2009 E. 5;2C_308/2008 05.03.2009 E. 6;2C_44/2013 E. 3.3;2P.251/2001 14.06.2002 E. 4,has_parents_but_none_in_same_query_gold
train,train_0667,Art. 2 FIDLEG,False,0,False,,,no_parent_edges_found
train,train_0669,Art. 8 AsylG,True,14,False,,1C_788/2021 07.03.2022 E. 5.1;2C_199/2018 E. 6.2;2C_214/2013 E. 3.2;2C_936/2019 E. 3.3.2;2P.318/2004 18.03.2005 E. 4;6B_1073/2015 E. 2.5;6B_1361/2020 E. 1.4.3;6B_1361/2020 E. 1.4.4;6B_1361/2020 E. 1.5.2;BGE 131 I 166 E. 4.2;BGE 148 IV 281 E. 1.4.3;BGE 148 IV 281 E. 1.4.4c;BGE 148 IV 281 E. 1.5.2;BGE 148 IV 281 E. 2.1,has_parents_but_none_in_same_query_gold
train,train_0670,Art. 58 SVG,True,50,False,,2C_94/2018 E. 1.2;2C_94/2018 E. 2;2C_94/2018 E. 4;2C_94/2018 E. 4.2;2C_94/2018 E. 4.3.3;2C_94/2018 E. 4.5;2C_94/2018 E. 4.5.2;4A_115/2014 E. 5.1;4A_234/2021 E. 2.4.3;4A_234/2021 E. B;4A_301/2016 15.12.2016 E. 6.1.2;4A_314/2022 E. 3.4.1;4A_364/2011 07.02.2012 E. 2;4A_364/2011 07.02.2012 E. 3;4A_364/2011 07.02.2012 E. B;4A_411/2023 E. B;4A_479/2009 23.12.2009 E. 4;4A_508/2018 E. 4.3.2;4A_707/2012 E. B;4C.102/2004 01.06.2004 E. 2,has_parents_but_none_in_same_query_gold
train,train_0673,Art. 20 OR,True,200,False,,2A.230/1999 02.02.2000 E. 5.-;2A.399/2002 31.03.2003 E. 3;2A.425/2000 20.07.2001 E. 2;2C_1069/2015 E. 3.2;2C_1069/2015 E. 3.3;2C_12/2016 16.08.2016 E. 2.2.2;2C_16/2008 16.05.2008 E. 5;2C_17/2008 16.05.2008 E. 6;2C_390/2016 06.11.2017 E. 5.3.3;2C_529/2022 E. 4.6;2C_71/2010 22.09.2010 E. 1;2D_14/2024 E. 6.2.1;2D_14/2024 E. 6.2.2;4A_101/2011 06.09.2011 E. 2;4A_106/2012 25.06.2012 E. 1;4A_109/2018 E. 3;4A_131/2017 E. 4.1;4A_133/2012 28.06.2012 E. 2;4A_155/2015 E. 3;4A_155/2015 E. 3.3,has_parents_but_none_in_same_query_gold
train,train_0676,Art. 25 URG,True,12,False,,2C_260/2023 E. 6.2;4C.393/2004 22.06.2005 E. 1;4C.393/2004 22.06.2005 E. 2;4C.393/2004 22.06.2005 E. 3;4C.393/2004 22.06.2005 E. 4;Art. 68 URG;BGE 131 III 480 E. 1.4;BGE 131 III 480 E. 2.1;BGE 131 III 480 E. 2.2;BGE 131 III 480 E. 3.1;BGE 131 III 480 E. 3.2;BGE 131 III 480 E. 4.2,has_parents_but_none_in_same_query_gold
train,train_0676,Art. 3 URG,True,2,False,,4C.121/2003 14.07.2003 E. 3;BGE 121 III 118 E. 2,has_parents_but_none_in_same_query_gold
train,train_0677,Art. 21 JStG,True,1,False,,Art. 11 Abs. 1 JStG,has_parents_but_none_in_same_query_gold
train,train_0678,Art. 144 StGB,True,89,False,,1B_121/2019 E. 3.3;1B_184/2012 27.08.2012 E. 4;1B_195/2016 E. A;1B_244/2017 E. 2.2;1B_248/2011 29.11.2011 E. 3;1B_254/2014 E. 3.1;1B_283/2016 E. 5.4;1B_293/2023 E. 2;1B_347/2022 E. 4.4;1B_365/2014 12.01.2015 E. 3;1B_418/2018 E. 2.7;1B_422/2018 E. 2.7;1B_432/2011 20.09.2012 E. 3;1B_432/2011 20.09.2012 E. 4;1B_435/2011 13.09.2011 E. 3;1B_553/2017 E. 3.4;1B_556/2019 E. 2.1;1B_579/2011 01.11.2011 E. 3;1B_80/2009 07.04.2009 E. 2;1B_95/2015 E. A,has_parents_but_none_in_same_query_gold
train,train_0678,Art. 9 JStPO,True,2,False,,Art. 52 JStPO;Art. 6 Abs. 3 JStPO,has_parents_but_none_in_same_query_gold
train,train_0680,Art. 31 DBG,True,17,False,,2A.587/2002 11.03.2003 E. 1;2C_101/2008 18.06.2008 E. 2;2C_120/2008 13.08.2008 E. 2;2C_164/2013 28.03.2014 E. 3.6.2;2C_187/2012 15.10.2012 E. 3;2C_356/2017 E. 3.3;6B_433/2013 23.09.2013 E. 2.3;9C_43/2010 05.05.2010 E. 3;9C_43/2010 05.05.2010 E. 4;9C_43/2010 05.05.2010 E. 5;9C_625/2023 E. 5.2.2;BGE 140 II 248 E. 3.6.2;H 17/04 15.11.2004 E. 4;H 187/03 02.09.2003 E. 2;H 46/05 08.05.2006 E. 5;H 64/06 11.04.2007 E. 4;H 83/06 24.04.2007 E. 4,has_parents_but_none_in_same_query_gold
train,train_0681,Art. 36 BV,True,1471,False,,1A.104/1999 05.04.2000 E. 6;1A.129/2002 09.04.2003 E. 3;1A.151/2001 16.07.2002 E. 5;1A.159/2005 20.02.2006 E. 2;1A.162/2002 10.12.2002 E. 3;1A.198/2002 21.08.2003 E. 3;1A.212/2006 31.05.2007 E. 4;1A.219/2005 28.02.2006 E. 2;1A.219/2005 28.02.2006 E. 3;1A.220/2006 16.03.2007 E. 4;1A.240/2002 13.05.2003 E. 2;1A.244/2000 08.11.2001 E. 8;1A.65/2002 30.07.2002 E. 8;1A.73/1999 07.06.2000 E. 2;1B_10/2008 30.01.2008 E. 5;1B_102/2011 22.03.2011 E. 2;1B_103/2014 E. 2.2;1B_103/2018 E. 2.3;1B_11/2022 E. 3.2;1B_11/2022 E. 3.4,has_parents_but_none_in_same_query_gold
train,train_0685,Art. 78 FIDLEG,False,0,False,,,no_parent_edges_found
train,train_0686,Art. 36a KKG,False,0,False,,,no_parent_edges_found
train,train_0687,Art. 2 NHG,True,161,False,,1A.109/2006 05.10.2006 E. 1;1A.11/2007 16.05.2007 E. 2;1A.115/2001 08.10.2001 E. 1;1A.115/2001 08.10.2001 E. 2;1A.115/2001 08.10.2001 E. 3;1A.115/2001 08.10.2001 E. B;1A.122/2004 30.05.2005 E. 2;1A.185/2006 05.03.2007 E. 5;1A.185/2006 05.03.2007 E. 6;1A.230/2000 28.08.2001 E. 1;1A.230/2000 28.08.2001 E. 4;1A.301/2000 28.05.2001 E. 2;1A.59/1995 28.04.2000 E. 1;1A.6/2005 15.08.2005 E. 2;1A.6/2005 15.08.2005 E. F;1A.6/2007 06.09.2007 E. 3;1A.73/1995 28.04.2000 E. 1;1C_107/2025 E. 3.2;1C_118/2010 20.10.2010 E. 6;1C_118/2016 E. 4.1,has_parents_but_none_in_same_query_gold
train,train_0689,Art. 5 DBG,True,11,False,,2C_18/2014 E. 2.2.2;2C_215/2009 01.10.2009 E. 2;2C_662/2010 25.03.2011 E. 3;2C_662/2010 25.03.2011 E. 7;2C_662/2010 25.03.2011 E. 8;2C_894/2013 E. 2.5.2;9C_663/2022 16.08.2023 E. 6.1.2;Art. 161 Abs. 4 DBG;BGE 137 II 246 E. 3;BGE 137 II 246 E. 7;BGE 137 II 246 E. 8,has_parents_but_none_in_same_query_gold
train,train_0692,Art. 98 GBV,True,1,False,,5A.6/2006 18.07.2006 E. 1,has_parents_but_none_in_same_query_gold
train,train_0693,Art. 357b OR,True,24,False,,4A_233/2013 E. 2.1;4A_233/2013 E. 2.2;4A_269/2023 E. 3;4A_300/2007 06.05.2008 E. 1;4A_301/2011 21.09.2011 E. 4;4A_376/2017 E. 5.2;4A_402/2023 E. 4.3.4;4A_408/2017 E. A;4A_535/2009 25.03.2010 E. 1;4A_62/2021 E. 3.2;4A_62/2021 E. A;5A_877/2014 E. 3.3;9C_229/2015 E. 3.1;9C_347/2011 26.01.2012 E. 3.1;9C_614/2009 28.01.2010 E. 3;B 106/06 06.02.2008 E. 2;BGE 137 III 556 E. 4.1;BGE 137 III 556 E. 4.5;BGE 138 V 32 E. 3.1.3;BGE 138 V 32 E. 3.3,has_parents_but_none_in_same_query_gold
train,train_0694,Art. 73 BPR,True,7,True,Art. 68 Abs. 1 BPR,1C_105/2020 07.10.2020 E. 3.2;1C_105/2020 07.10.2020 E. 3.4;1C_105/2020 07.10.2020 E. 3.6;Art. 68 Abs. 1 BPR;BGE 147 I 206 E. 3.2;BGE 147 I 206 E. 3.4;BGE 147 I 206 E. 3.6,parent_in_same_query_gold
train,train_0694,Art. 282 StGB,True,4,False,,6B_1062/2016 E. 4.2.1;7B_980/2023 E. 3.1;7B_980/2023 E. 3.2.1;7B_980/2023 E. B,has_parents_but_none_in_same_query_gold
train,train_0694,Art. 281 StGB,True,4,True,Art. 68 Abs. 1 BPR,8G.53/2002 12.06.2002 E. 1;Art. 60 Abs. 1 BPR;Art. 68 Abs. 1 BPR;BGE 128 IV 223 E. 1a,parent_in_same_query_gold
train,train_0694,Art. 68 BPR,True,1,False,,Art. 72 Abs. 2 BPR,has_parents_but_none_in_same_query_gold
train,train_0695,Art. 659 OR,True,30,False,,2A.660/2006 08.06.2007 E. 3;2A.9/2005 27.10.2005 E. 2;2A.9/2005 27.10.2005 E. B;2C_119/2018 E. 3.2;2C_119/2018 E. 4.2.2;2C_268/2009 08.10.2009 E. 2.2;2C_268/2009 08.10.2009 E. 3;2C_268/2009 08.10.2009 E. 3.2;2C_368/2013 02.02.2014 E. 6.3;2C_896/2008 30.10.2009 E. 2;2C_928/2014 E. 3.2;4A_209/2021 E. 6.3;4A_340/2021 E. 4.1;4A_340/2021 E. 5.2.1;4C.242/2001 05.03.2003 E. 5;5C.119/2004 23.12.2004 E. 2;9C_135/2023 E. 3.2.1;9C_135/2023 E. 5.5;Art. 4a Abs. 2 VStG;BGE 136 II 33 E. 2.2.1,has_parents_but_none_in_same_query_gold
train,train_0696,Art. 144 StGB,True,89,False,,1B_121/2019 E. 3.3;1B_184/2012 27.08.2012 E. 4;1B_195/2016 E. A;1B_244/2017 E. 2.2;1B_248/2011 29.11.2011 E. 3;1B_254/2014 E. 3.1;1B_283/2016 E. 5.4;1B_293/2023 E. 2;1B_347/2022 E. 4.4;1B_365/2014 12.01.2015 E. 3;1B_418/2018 E. 2.7;1B_422/2018 E. 2.7;1B_432/2011 20.09.2012 E. 3;1B_432/2011 20.09.2012 E. 4;1B_435/2011 13.09.2011 E. 3;1B_553/2017 E. 3.4;1B_556/2019 E. 2.1;1B_579/2011 01.11.2011 E. 3;1B_80/2009 07.04.2009 E. 2;1B_95/2015 E. A,has_parents_but_none_in_same_query_gold
train,train_0696,Art. 9 JStG,True,8,True,Art. 26 Abs. 1 JStPO,6B_1000/2017 E. A;6B_115/2015 E. 3.5;6B_1159/2018 E. 4.3;6B_1159/2018 E. 4.4;Art. 26 Abs. 1 JStPO;BGE 141 IV 172 E. 3.5;BGE 145 IV 424 E. 4.3;BGE 145 IV 424 E. 4.4,parent_in_same_query_gold
train,train_0696,Art. 15 JStG,True,65,False,,1B_231/2012 14.05.2012 E. 2;1B_273/2018 E. 4.3.4;1B_292/2022 E. 2.1;1B_32/2011 15.02.2011 E. 2;1B_437/2011 14.09.2011 E. 4;1B_437/2011 14.09.2011 E. 5;1B_504/2011 06.12.2011 E. 6;1P.7/2007 07.08.2007 E. 5;2C_431/2016 E. 3.2;6B_115/2015 E. 3.1;6B_115/2015 E. 3.2;6B_115/2015 E. 3.4;6B_115/2015 E. 4.3;6B_115/2015 E. 4.5;6B_1159/2018 E. 4.4;6B_1159/2018 E. 4.5.2;6B_131/2018 E. 1.3.3;6B_273/2021 E. 1.3.3;6B_273/2021 E. 1.5.2;6B_273/2021 E. 1.6.2,has_parents_but_none_in_same_query_gold
train,train_0696,Art. 12 JStG,True,12,False,,1B_231/2012 14.05.2012 E. 2;6B_115/2015 E. 3.1;6B_131/2018 E. 1.1;6B_273/2021 E. 1.6.2;6B_326/2020 17.04.2020 E. 3.3.1;6B_611/2016 E. 1.4;6B_623/2022 E. 1.5.2;Art. 13 Abs. 1 JStG;Art. 14 Abs. 2 JStG;Art. 47 Abs. 1 JStG;BGE 141 IV 172 E. 3.1;BGE 148 IV 419 E. 1.6.2,has_parents_but_none_in_same_query_gold
train,train_0696,Art. 13 JStG,True,14,False,,1B_231/2012 14.05.2012 E. 2;1B_292/2022 E. 2.1;1B_292/2022 E. 3.2.2;6B_115/2015 E. 3.1;6B_131/2018 E. 1.3.3;6B_273/2021 E. 1.6.2;6B_326/2020 17.04.2020 E. 3.3.1;6B_521/2024 E. 2.4.2;6B_611/2016 E. 1.4;6B_623/2022 E. 1.5.2;7B_202/2025 E. 3.3;Art. 14 Abs. 2 JStG;BGE 141 IV 172 E. 3.1;BGE 148 IV 419 E. 1.6.2,has_parents_but_none_in_same_query_gold
train,train_0698,Art. 58 VwVG,True,66,False,,1C_124/2011 11.05.2011 E. 2;1C_125/2011 11.05.2011 E. 2;1C_126/2011 11.05.2011 E. 2;1C_127/2011 11.05.2011 E. 2;1C_128/2011 11.05.2011 E. 2;1C_129/2011 11.05.2011 E. 2;1C_130/2011 11.05.2011 E. 2;1C_131/2011 11.05.2011 E. 2;1C_132/2011 11.05.2011 E. 2;1C_133/2011 11.05.2011 E. 2;1C_207/2025 E. 1.2;1C_216/2022 E. 2.4;1C_42/2021 E. 10;1C_604/2014 E. 3.3;2C_229/2008 13.10.2008 E. 2;2C_368/2017 20.04.2017 E. 6.1;2C_564/2013 E. 2.4;2C_733/2010 E. 1.2;2C_733/2010 E. 3.3;2C_733/2010 E. A,has_parents_but_none_in_same_query_gold
train,train_0701,Art. 237 StGB,True,44,False,,1B_267/2008 05.02.2009 E. 2;1B_267/2008 05.02.2009 E. 2.4;1B_387/2021 E. 4.2;6B_1059/2018 E. 2.2;6B_1220/2018 E. 2.2;6B_1220/2018 E. 2.4;6B_1220/2018 E. 2.5;6B_208/2021 29.03.2023 E. 5.1;6B_208/2021 29.03.2023 E. 5.2.1;6B_208/2021 29.03.2023 E. 5.2.2;6B_208/2021 29.03.2023 E. 5.2.3;6B_208/2021 29.03.2023 E. 5.2.4;6B_208/2021 29.03.2023 E. 5.2.5;6B_332/2019 E. 1.2;6B_332/2019 E. 2.1.2;6B_332/2019 E. 2.2.2;6B_332/2019 E. 2.2.3;6B_410/2015 E. 1.3.1;6B_427/2021 E. 2;6B_427/2021 E. 2.1.1,has_parents_but_none_in_same_query_gold
train,train_0702,Art. 144 StGB,True,89,False,,1B_121/2019 E. 3.3;1B_184/2012 27.08.2012 E. 4;1B_195/2016 E. A;1B_244/2017 E. 2.2;1B_248/2011 29.11.2011 E. 3;1B_254/2014 E. 3.1;1B_283/2016 E. 5.4;1B_293/2023 E. 2;1B_347/2022 E. 4.4;1B_365/2014 12.01.2015 E. 3;1B_418/2018 E. 2.7;1B_422/2018 E. 2.7;1B_432/2011 20.09.2012 E. 3;1B_432/2011 20.09.2012 E. 4;1B_435/2011 13.09.2011 E. 3;1B_553/2017 E. 3.4;1B_556/2019 E. 2.1;1B_579/2011 01.11.2011 E. 3;1B_80/2009 07.04.2009 E. 2;1B_95/2015 E. A,has_parents_but_none_in_same_query_gold
train,train_0702,Art. 21 JStG,True,1,True,Art. 11 Abs. 1 JStG,Art. 11 Abs. 1 JStG,parent_in_same_query_gold
train,train_0702,Art. 22 JStG,True,4,False,,1B_233/2013 E. 1;6B_402/2022 E. 4.2.2;6B_593/2019 E. 3.3;Art. 21 Abs. 1 JStG,has_parents_but_none_in_same_query_gold
train,train_0702,Art. 23 JStG,True,6,False,,1B_233/2013 E. 1;6B_402/2022 E. 4.2.2;6B_593/2019 E. 3.3;6B_677/2008 23.02.2009 E. A;6B_741/2013 E. B;Art. 12f Abs. 1 V-StGB-MStG-JStG,has_parents_but_none_in_same_query_gold
train,train_0702,Art. 24 JStG,True,2,False,,6B_402/2022 E. 4.2.2;6B_593/2019 E. 3.3,has_parents_but_none_in_same_query_gold
train,train_0702,Art. 25 JStG,True,9,False,,6B_538/2008 07.01.2009 E. 2;6B_538/2008 07.01.2009 E. 3;6B_641/2012 06.02.2013 E. 1;Art. 12f Abs. 1 V-StGB-MStG-JStG;Art. 16 Abs. 2 363;Art. 19 StReG;Art. 30 Abs. 2 StReG;Art. 38 Abs. 3 StReG;BGE 135 IV 87 E. 3.1,has_parents_but_none_in_same_query_gold
train,train_0704,Art. 4 StromVV,True,11,False,,2C_269/2012 27.10.2012 E. 3.4;2C_297/2019 E. 7.2;2C_488/2020 29.03.2023 E. 3.1;2C_518/2012 23.11.2012 E. 2;2C_681/2015 20.07.2016 E. 4.2.1;2C_681/2015 20.07.2016 E. 5.2.7;2C_739/2010 06.07.2011 E. C;BGE 138 I 454 E. 3.6.3;BGE 142 II 451 E. 4.2.1;BGE 142 II 451 E. 5.2.7.1;BGE 149 II 187 E. 3.1,has_parents_but_none_in_same_query_gold
train,train_0706,Art. 366 ZGB,False,0,False,,,no_parent_edges_found
train,train_0707,Art. 118 OR,True,3,False,,5A_145/2013 E. 4;5A_272/2011 07.09.2011 E. 3;9C_267/2023 E. 6.1.2,has_parents_but_none_in_same_query_gold
train,train_0708,Art. 2 OBG,True,4,False,,6B_231/2022 E. 2.2;6S.261/2000 18.08.2000 E. 1;BGE 126 IV 184 E. 304.3;BGE 148 IV 374 E. 314.3,has_parents_but_none_in_same_query_gold
train,train_0708,Art. 3 OBG,True,5,False,,1C_310/2014 E. 4.3;6A.89/2006 19.07.2007 E. 2;6B_298/2009 05.08.2009 E. 1.5;6B_344/2012 01.10.2012 E. 2;6B_610/2011 20.03.2012 E. 3,has_parents_but_none_in_same_query_gold
train,train_0708,Art. 100 SVG,True,9,False,,1B_432/2011 20.09.2012 E. 3;1C_610/2022 E. 4.2;1P.341/2004 27.07.2004 E. 2;5C.275/2000 07.09.2001 E. 4;6B_1387/2016 E. 2.2;6B_221/2014 E. 3;6S.280/2002 20.09.2002 E. 1;BGE 128 IV 272 E. 4.4;BGE 138 IV 258 E. 3.3,has_parents_but_none_in_same_query_gold
train,train_0709,Art. 118 OR,True,3,False,,5A_145/2013 E. 4;5A_272/2011 07.09.2011 E. 3;9C_267/2023 E. 6.1.2,has_parents_but_none_in_same_query_gold
train,train_0710,Art. 2 URG,True,36,False,,4A_104/2008 08.05.2008 E. 3;4A_104/2008 08.05.2008 E. 4;4A_115/2017 E. 2.6.1;4A_115/2017 E. C;4A_115/2020 E. 3.1;4A_115/2020 E. 5.2;4A_295/2014 E. 3.6.3;4A_404/2007 13.02.2008 E. 2;4A_472/2021 17.06.2022 E. 5.2;4A_472/2021 17.06.2022 E. 5.3;4A_472/2021 17.06.2022 E. 6.1.2;4A_491/2022 E. 6.2.1;4A_522/2010 25.11.2010 E. 9;4A_78/2011 02.05.2011 E. 2;4C.111/2002 19.04.2004 E. 2;4C.117/2003 05.09.2003 E. 3;4C.117/2003 05.09.2003 E. 4;4C.117/2003 05.09.2003 E. 5;4C.117/2003 05.09.2003 E. 9;4C.120/2002 19.08.2002 E. 2,has_parents_but_none_in_same_query_gold
train,train_0710,Art. 9 URG,False,0,False,,,no_parent_edges_found
train,train_0710,Art. 11 URG,True,9,False,,4A_423/2011 26.09.2011 E. 5;4C.393/2004 22.06.2005 E. 1;4C.393/2004 22.06.2005 E. 4;Art. 18 URG;Art. 24b Abs. 2 URG;BGE 131 III 480 E. 1.4;BGE 131 III 480 E. 4;BGE 131 III 480 E. 4.1;BGE 131 III 480 E. 4.2,has_parents_but_none_in_same_query_gold
train,train_0710,Art. 61 Abs. 1 URG,False,0,False,,,no_parent_edges_found
train,train_0710,Art. 67 URG,True,3,False,,4A_78/2011 02.05.2011 E. 3;6P.37/2005 24.06.2005 E. 3;6P.9/2006 05.07.2006 E. 9,has_parents_but_none_in_same_query_gold
train,train_0710,Art. 136 IPRG,True,18,False,,4A_106/2009 01.10.2009 E. 5;4A_106/2009 01.10.2009 E. 6;4A_335/2019 E. 2;4A_347/2024 E. 2.1;4A_39/2011 08.08.2011 E. 13;4A_616/2009 11.05.2010 E. 7;6B_230/2011 11.08.2011 E. 10.3;Art. 157 Abs. 2 IPRG;BGE 136 III 23 E. 1992;BGE 136 III 23 E. 2.2;BGE 136 III 23 E. 5;BGE 136 III 23 E. 6.1;BGE 136 III 23 E. 6.2;BGE 136 III 23 E. 6.3;BGE 136 III 23 E. 6.4;BGE 136 III 23 E. 6.5.1;BGE 136 III 23 E. 6.5.2;BGE 136 III 23 E. 6.6.2.2,has_parents_but_none_in_same_query_gold
train,train_0710,Art. 23 UWG,True,97,False,,1A.153/2004 07.09.2004 E. 4;1A.199/2005 09.11.2005 E. 3;1A.261/2004 25.01.2005 E. 4;1A.3/2006 06.02.2006 E. 5;1B_219/2016 E. A;1B_231/2013 E. 6.5;1B_235/2011 24.05.2011 E. 4;1B_235/2011 24.05.2011 E. C;1B_310/2012 22.08.2012 E. A;1B_677/2012 18.02.2013 E. A;1P.471/2004 04.01.2005 E. 2;1P.584/2006 22.12.2006 E. 9;1P.635/2005 07.02.2006 E. C;1P.757/2000 15.02.2001 E. A;4A_106/2009 01.10.2009 E. 6;4A_417/2009 26.03.2010 E. 3;4A_491/2022 E. 5.3;4A_507/2010 02.12.2010 E. 3;6B_1019/2017 E. 3.4;6B_106/2018 E. 2.4.1,has_parents_but_none_in_same_query_gold
train,train_0712,Art. 34 Abs. 2 RPV,True,17,False,,1A.126/2005 02.08.2005 E. 2;1A.226/2003 27.05.2004 E. 2;1C_110/2010 26.10.2010 E. 3;1C_110/2010 26.10.2010 E. F;1C_321/2023 E. 3.4.1;1C_321/2023 E. 3.4.2;1C_376/2009 30.07.2010 E. 3;1C_482/2014 E. 4.1;1C_49/2017 26.09.2017 E. 2.4;1C_520/2019 E. 3.1;1C_567/2015 E. 2;1C_578/2019 E. 4.1;1C_647/2012 E. 8;1C_647/2012 E. 9;1C_71/2015 E. 5.2;1C_774/2013 16.07.2014 E. 4.3;BGE 143 II 588 E. 70.1,has_parents_but_none_in_same_query_gold
train,train_0713,Art. 177 StGB,True,106,False,,1B_219/2016 E. A;1B_252/2018 E. A;1B_254/2018 E. A;1B_263/2015 E. A;1B_373/2016 E. 2.6;1B_380/2015 E. A;1B_383/2019 E. 2.3.2;1B_385/2013 E. A;1B_56/2009 25.05.2009 E. A;1B_66/2013 E. A;1C_325/2013 E. 3;1C_325/2013 E. A;1C_34/2020 E. 3.2;1C_52/2020 E. A;1C_524/2013 E. 3.2;1C_524/2013 E. 3.4;1C_524/2013 E. A;1P.156/2004 28.06.2004 E. 2;1P.312/2002 13.09.2002 E. A;1P.39/2003 11.03.2003 E. C,has_parents_but_none_in_same_query_gold
train,train_0713,Art. 332 StGB,True,1,False,,6S.455/2003 26.02.2004 E. 3,has_parents_but_none_in_same_query_gold
train,train_0713,Art. 123 StGB,True,135,False,,1B_1/2020 E. 5.2;1B_102/2012 24.05.2012 E. 2.5;1B_12/2013 01.02.2013 E. 4;1B_123/2011 11.07.2011 E. 2;1B_174/2013 27.05.2013 E. 3;1B_236/2014 E. 4.1;1B_288/2019 E. 4.3;1B_400/2019 E. 2.1;1B_412/2021 E. 3.3.2;1B_422/2017 E. 3.3;1B_435/2011 13.09.2011 E. 3;1B_579/2011 01.11.2011 E. 3;1B_606/2011 16.11.2011 E. 2;1B_69/2008 26.03.2008 E. 1;1B_77/2014 E. 2.1;1B_8/2011 20.01.2011 E. 2.5;1B_82/2014 E. 3.2;1B_96/2008 06.05.2008 E. 3;1C_104/2022 E. A;1C_382/2012 10.10.2012 E. 2,has_parents_but_none_in_same_query_gold
train,train_0715,Art. 8 BV,True,2034,False,,12T_5/2017 E. 2;1A.1/2007 18.04.2007 E. 3;1A.130/2005 11.10.2005 E. B;1A.153/2004 07.09.2004 E. C;1A.159/2005 20.02.2006 E. 3.2;1A.162/2002 10.12.2002 E. 3;1A.166/2005 14.07.2005 E. 4;1A.187/2001 19.04.2002 E. 2;1A.193/2006 04.06.2007 E. 7;1A.198/2001 27.08.2002 E. 1;1A.214/2002 12.09.2003 E. 7;1A.214/2002 12.09.2003 E. 7.2;1A.225/2002 27.05.2003 E. D;1A.247/2005 25.10.2005 E. 8;1A.283/2004 05.08.2005 E. 3;1A.301/2000 28.05.2001 E. 3;1A.37/2004 13.07.2004 E. 5;1A.61/2006 11.12.2006 E. 8;1A.8/2004 17.12.2004 E. 4;1A.91/2003 06.06.2003 E. 1,has_parents_but_none_in_same_query_gold
train,train_0718,Art. 183 StGB,True,94,False,,1B_108/2015 E. 4;1B_12/2017 E. 2.3;1B_219/2010 20.07.2010 E. 4;1B_228/2008 02.09.2008 E. 3;1B_237/2017 E. 3.2;1B_399/2013 29.11.2013 E. 4.3;1B_46/2011 01.06.2011 E. 2;1B_465/2012 06.09.2012 E. 3;1B_514/2021 E. A;1C_137/2014 E. 2;1C_323/2016 E. 5.1;1C_355/2018 E. 4.1;1C_355/2018 E. 4.8;1C_479/2015 E. 3.2.1;1C_632/2013 E. A;1C_661/2013 E. 4;1C_746/2021 E. 2.2;1C_91/2007 23.10.2007 E. 2;1C_91/2007 23.10.2007 E. 2.3;1C_91/2007 23.10.2007 E. F,has_parents_but_none_in_same_query_gold
