split,citation,mention_count_in_split,pattern_covered,family,subfamily,pattern,present_in_laws_de_source,present_in_laws_de_text,present_in_court_source,present_in_court_text,present_in_source_column_any,present_as_text_reference_any,present_in_any_extracted,text_reference_only_any
train,Art. 136 IPRG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 2 Abs. 1 FIDLEV,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 3 Abs. 3 FIDLEV,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 3 Abs. 2 FIDLEV,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 77 FIDLEG,2,True,law,statute_article,statute_article,True,True,False,False,True,True,True,False
train,Art. 187 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 514 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 469 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 354 StPO,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 68 Abs. 2 StPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 5 Abs. 3 BV,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 693 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 693 Abs. 2 OR,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 502 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 184 ZGB,5,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 499 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 502 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 10 ATSG,3,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,BGE 133 I 259 E. 2.2,1,True,court,bge,court_bge,False,False,True,True,True,True,True,False
train,Art. 12 BGFA,2,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 157 ZPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 3 BankG,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 40e PatG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 667 Abs. 2 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 3 Abs. 1 StHG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 3 Abs. 2 StHG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 8 Abs. 1 StHG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,BGE 138 II 300 E. 3.2,1,True,court,bge,court_bge,False,False,True,True,True,True,True,False
train,Art. 517 Abs. 3 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 2 Abs. 1 VAG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 1 Abs. 1 AVO,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 1 JStPO,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 3 Abs. 2 JStG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 62 Abs. 1 AIG,3,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 90 AIG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 8 Abs. 1 AsylG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 96 Abs. 1 AIG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 62 Abs. 2 AIG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 204 Abs. 1 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 457 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 494 Abs. 1 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 509 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 216 ZGB,4,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 241 ZGB,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 82 Abs. 3 BVG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 476 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 476 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 2 PatG,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 7 Abs. 2 PatG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 1 Abs. 2 PatG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 50 PatG,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 1 Abs. 1 PatG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 59 Abs. 1 PatG,1,True,law,statute_article,statute_article,True,True,False,False,True,True,True,False
train,Art. 50 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 9 Abs. 2 DesG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 973 Abs. 1 ZGB,6,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 1 StGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 30 Abs. 1 AsylV 1,1,True,law,statute_article,statute_article,True,True,False,False,True,True,True,False
train,Art. 71a Abs. 1 VZAE,1,True,law,statute_article,statute_article,True,True,False,False,True,True,True,False
train,Art. 71a Abs. 3 VZAE,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 27 FinfraG,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 141 Abs. 2 ParlG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 224 Abs. 2 StPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 255 Abs. 2 StPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 80 ZGB,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 208 ZGB,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 52 ZGB,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 9 JStPO,3,True,law,statute_article,statute_article,False,True,False,False,False,True,True,True
train,Art. 5 JStG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 29 Abs. 1 JStPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 725 Abs. 2 OR,2,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 725 OR,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 725a OR,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 64 OR,2,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 729b Abs. 2 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,BGE 126 III 10 E. 2b,1,True,court,bge,court_bge,False,False,True,True,True,True,True,False
train,BGE 127 III 73 E. 4a,1,True,court,bge,court_bge,False,False,True,True,True,True,True,False
train,Art. 206 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 209 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 653c Abs. 2 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 30 KVG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 119 StGB,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 29 OR,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 21 AIG,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 20 Abs. 2 AIG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 116 AsylG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 105 Abs. 2 StGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 62c Abs. 1 StGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 63b Abs. 2 StGB,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 86 IPRG,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 90 IPRG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 66 ZPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 12 ZPO,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 14 Abs. 5 AHVG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 34d Abs. 1 AHVV,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 34d Abs. 2 AHVV,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 34 ZPO,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 35 Abs. 1 ZPO,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 12 JStG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 13 JStG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 14 JStG,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 13 Abs. 2 JStG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 13 Abs. 1 JStG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 12 JStPO,1,True,law,statute_article,statute_article,False,True,False,False,False,True,True,True
train,Art. 14 Abs. 1 JStG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,BGE 133 III 189 E. 6.1.2,1,True,court,bge,court_bge,False,False,True,False,True,False,True,False
train,Art. 78 Abs. 1 SchKG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 80 Abs. 1 SchKG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 325 Abs. 1 ZPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 126 Abs. 1 ZPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 682 ZGB,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 681a Abs. 2 ZGB,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 681a ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 681a Abs. 3 ZGB,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 34 Abs. 1 IPRG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 53 FINMAG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 25a VwVG,4,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 31 Abs. 1 DBG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 24 DBG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 25a Abs. 1 VwVG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 25a Abs. 2 VwVG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,BGE 146 I 145 E. 4.2,1,True,court,bge,court_bge,False,False,True,True,True,True,True,False
train,BGE 146 I 145 E. 4.4,1,True,court,bge,court_bge,False,False,True,True,True,True,True,False
train,Art. 25 Abs. 2 KVG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 46 Abs. 2 URG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 74 Abs. 1 URG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,BGE 141 III 513 E. 5.3.1,1,True,court,bge,court_bge,False,False,True,True,True,True,True,False
train,Art. 19 AHVV,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 681a Abs. 1 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 77 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 972 Abs. 2 ZGB,5,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 948 Abs. 1 ZGB,4,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 81 Abs. 1 GBV,3,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 793 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 116 OR,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 858 Abs. 1 ZGB,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 104 Abs. 1 GBV,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 39 KVG,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 39 Abs. 1 KVG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 49a Abs. 4 KVG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 26 BetmG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 333 Abs. 1 StGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 116 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 884 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 863 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 859 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 702 Abs. 2 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 701 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 15 Abs. 2 LugÜ,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 15 Abs. 1 LugÜ,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 16 Abs. 1 LugÜ,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 64 Abs. 1 LugÜ,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 24 LugÜ,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 60a Abs. 1 GSchG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 60a GSchG,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 7 Abs. 2 GSchG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 60a Abs. 2 GSchG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 16b EOG,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 81 Abs. 2 BVG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 970 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 970 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 970 Abs. 1 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 78 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 3 Abs. 1 KGTG,1,True,law,statute_article,statute_article,True,True,False,False,True,True,True,False
train,Art. 5 Abs. 1 KGTG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 657 Abs. 1 ZGB,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 216 Abs. 1 OR,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 948 ZGB,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 81 GBV,2,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 967 ZGB,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 89 Abs. 3 GBV,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 79 Abs. 1 ZPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 77 ZPO,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 16 ZPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 120 FinfraG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 151 Abs. 1 FinfraG,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 34 Abs. 1 RPV,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 37 Abs. 2 RPV,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 16a Abs. 2 RPG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 37 Abs. 1 RPV,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 34 Abs. 4 RPV,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 1 Abs. 2 RPG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 6 URG,5,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 363 Abs. 3 StPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 513 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 494 Abs. 3 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 527 Abs. 4 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 241 Abs. 2 ZGB,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 236 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 494 ZGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 27 Abs. 2 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 222 ZGB,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 706 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 42 BV,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 116 Abs. 3 BV,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 50 DBG,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 143 Abs. 1 FinfraG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 126 FinfraV,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 285 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 75 Abs. 2 SchKG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 74 Abs. 1 SchKG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 265a Abs. 1 SchKG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 251 ZPO,1,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 52 Abs. 2 VwVG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 52 Abs. 3 VwVG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 271 StGB,3,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 3 Abs. 3 IRSG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 17 SchKG,3,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 112 Abs. 1 SchKG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 20a Abs. 2 SchKG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 4 Abs. 2 SchKG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 22 SchKG,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 97 Abs. 1 SchKG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 97 Abs. 2 SchKG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 95 SchKG,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 9 Abs. 2 VZG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 7 VStrR,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 181 DBG,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 57 StHG,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 189 Abs. 3 ZPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 10 Abs. 2 URG,9,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 10 Abs. 3 URG,1,True,law,statute_article,statute_article,True,True,False,False,True,True,True,False
train,Art. 470 ZGB,3,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 216 Abs. 3 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 3a BankG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 129 Abs. 1 StPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 17 DSG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 5 Abs. 1 DSG,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 265a Abs. 4 SchKG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 77b StGB,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 79a StGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 79 StGB,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 41 Abs. 1 StGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 190 Abs. 2 IPRG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 3 Abs. 1 ZGB,3,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 976 OR,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 170 Abs. 2 OR,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 90 Abs. 1 OR,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 209 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 730 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 791 Abs. 1 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 791 Abs. 2 ZGB,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 15 IPRG,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 15 Abs. 2 IPRG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 19 BetmG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 66a Abs. 2 StGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,BGE 144 I 266 E. 3.9,1,True,court,bge,court_bge,False,False,True,True,True,True,True,False
train,Art. 395 Abs. 4 ZGB,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 18 ZGB,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 977 ZGB,2,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 962 Abs. 1 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 53 Abs. 2 GBV,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 129 GBV,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 129 Abs. 3 GBV,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 129 Abs. 2 GBV,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 16 Abs. 1 GeoIG,2,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 16 Abs. 2 GeoIG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 2 Abs. 3 AIG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 10 ArG,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 16 ArG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 17 ArG,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 27 ArG,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 17 Abs. 6 ArG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 2 FIDLEG,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 8 AsylG,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 58 SVG,1,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 5 Abs. 2 KFG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 96 BGG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 16 Abs. 1 IPRG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 24 JStPO,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 6 Abs. 2 NHG,2,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 31 DBG,1,True,law,statute_article,statute_article,False,False,False,True,False,True,True,True
train,Art. 7 Abs. 6 USG,2,True,law,statute_article,statute_article,True,True,False,True,True,True,True,False
train,Art. 301a Abs. 2 ZGB,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 16 FINIG,1,True,law,statute_article,statute_article,True,True,False,False,True,True,True,False
train,Art. 78 FIDLEG,2,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 36a Abs. 1 KKG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 36a Abs. 2 KKG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 36a Abs. 3 KKG,1,True,law,statute_article,statute_article,True,False,False,False,True,False,True,False
train,Art. 36a KKG,1,True,law,statute_article,statute_article,False,False,False,False,False,False,False,False
train,Art. 6 Abs. 1 NHG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 2 NHG,2,True,law,statute_article,statute_article,False,True,False,True,False,True,True,True
train,Art. 2 Abs. 1 NHG,2,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
train,Art. 7 Abs. 2 NHG,1,True,law,statute_article,statute_article,True,False,False,True,True,True,True,False
